id,target
353,7
354,7
355,7
356,7
357,7
358,7
359,7
360,7
361,7
362,7
363,7
364,7
365,5
366,7
367,7
368,7
369,7
370,7
371,7
372,7
373,7
374,5
375,7
376,7
377,7
378,7
379,7
380,7
381,7
382,7
383,7
384,5
385,7
386,7
387,7
388,7
389,7
390,7
391,7
392,7
393,7
394,5
395,7
396,7
397,5
398,7
399,5
400,7
401,7
402,5
403,7
404,7
405,5
406,7
407,7
408,7
409,7
410,7
411,7
412,7
413,7
414,7
415,7
416,7
417,7
418,7
419,7
420,7
421,5
422,7
423,7
424,5
425,7
426,7
427,7
428,7
429,7
430,7
431,5
432,7
433,7
434,7
435,5
436,7
437,5
438,7
439,7
440,7
441,5
442,7
443,7
444,5
445,7
446,7
447,7
448,7
449,7
450,7
451,7
452,7
453,7
454,7
455,7
456,7
457,7
458,7
459,5
460,7
461,7
462,7
463,7
464,7
465,7
466,7
467,5
468,7
469,7
470,7
471,5
472,7
473,7
474,7
475,7
476,5
477,7
478,5
479,7
480,7
481,7
482,5
483,7
484,7
485,7
486,7
487,7
488,7
489,7
490,7
491,5
492,7
493,7
494,7
495,7
496,7
497,7
498,7
499,7
500,7
501,7
502,7
503,7
504,5
505,7
506,5
507,7
508,7
509,7
510,7
511,7
512,7
513,7
514,7
515,7
516,7
517,7
518,7
519,7
520,7
521,5
522,7
523,5
524,7
525,7
526,5
527,7
528,7
529,7
530,7
531,7
532,7
533,7
534,7
535,5
536,7
537,7
538,7
539,7
540,7
541,5
542,7
543,7
544,7
545,7
546,7
547,7
548,7
549,7
550,7
551,7
552,7
553,7
554,7
555,7
556,7
557,7
558,7
559,7
560,7
561,7
562,5
563,7
564,7
565,7
566,7
567,5
568,7
569,7
570,7
571,7
572,5
573,7
574,7
575,7
576,7
577,5
578,7
579,7
580,7
581,7
582,7
583,7
584,5
585,7
586,7
587,7
588,7
589,7
590,7
591,5
592,7
593,5
594,7
595,7
596,7
597,7
598,5
599,7
600,7
601,5
602,7
603,7
604,7
605,7
606,7
607,7
608,7
609,7
610,7
611,7
612,7
613,5
614,5
615,7
616,7
617,7
618,7
619,5
620,5
621,7
622,5
623,7
624,7
625,7
626,7
627,7
628,7
629,7
630,7
631,7
632,7
633,5
634,7
635,7
636,7
637,5
638,7
639,7
640,7
641,7
642,7
643,7
644,7
645,7
646,7
647,7
648,7
649,7
650,5
651,7
652,7
653,7
654,5
655,7
656,5
657,7
658,7
659,7
660,7
661,7
662,7
663,7
664,7
665,7
666,7
667,7
668,7
669,5
670,7
671,7
672,7
673,7
674,7
675,7
676,5
677,7
678,7
679,7
680,7
681,7
682,7
683,5
684,5
685,7
686,5
687,7
688,7
689,7
690,7
691,7
692,7
693,5
694,5
695,7
696,7
697,7
698,7
699,7
700,5
701,7
702,7
703,7
704,7
705,5
706,7
707,5
708,7
709,5
710,7
711,7
712,5
713,7
714,7
715,7
716,7
717,7
718,2
719,5
720,5
721,7
722,7
723,7
724,5
725,7
726,7
727,7
728,7
729,5
730,7
731,5
732,5
733,7
734,5
735,7
736,7
737,7
738,7
739,7
740,7
741,7
742,7
743,5
744,7
745,7
746,5
747,7
748,5
749,7
750,7
751,7
752,7
753,7
754,7
755,7
756,5
757,5
758,5
759,7
760,7
761,7
762,7
763,7
764,5
765,7
766,7
767,7
768,7
769,7
770,7
771,7
772,7
773,7
774,7
775,7
776,7
777,5
778,5
779,7
780,7
781,7
782,7
783,7
784,7
785,7
786,7
787,7
788,7
789,7
790,7
791,5
792,7
793,7
794,7
795,7
796,7
797,7
798,7
799,7
800,7
801,5
802,7
803,7
804,7
805,7
806,7
807,7
808,7
809,7
810,7
811,7
812,7
813,7
814,7
815,7
816,5
817,5
818,7
819,7
820,7
821,5
822,7
823,7
824,7
825,7
826,5
827,7
828,5
829,7
830,7
831,7
832,5
833,7
834,7
835,7
836,7
837,7
838,5
839,7
840,7
841,7
842,7
843,7
844,7
845,7
846,7
847,7
848,7
849,7
850,7
851,5
852,5
853,7
854,7
855,7
856,7
857,7
858,5
859,7
860,7
861,7
862,5
863,7
864,7
865,7
866,7
867,7
868,7
869,7
870,7
871,7
872,7
873,7
874,5
875,7
876,7
877,7
878,7
879,7
880,7
881,5
882,5
883,7
884,7
885,7
886,5
887,7
888,7
889,7
890,7
891,7
892,7
893,4
894,7
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,5
906,7
907,7
908,7
909,7
910,7
911,5
912,7
913,7
914,7
915,7
916,5
917,5
918,5
919,7
920,7
921,5
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,5
932,7
933,7
934,7
935,5
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,5
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,5
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,5
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,7
987,7
988,7
989,7
990,7
991,7
992,7
993,7
994,7
995,5
996,7
997,7
998,7
999,5
1000,5
1001,5
1002,7
1003,7
1004,7
1005,7
1006,7
1007,7
1008,7
1009,7
1010,7
1011,7
1012,7
1013,7
1014,7
1015,7
1016,7
1017,7
1018,7
1019,7
1020,7
1021,7
1022,5
1023,7
1024,7
1025,7
1026,7
1027,7
1028,5
1029,7
1030,7
1031,7
1032,7
1033,7
1034,7
1035,5
1036,7
1037,7
1038,5
1039,5
1040,7
1041,7
1042,5
1043,7
1044,5
1045,7
1046,7
1047,7
1048,7
1049,7
1050,7
1051,5
1052,5
1053,7
1054,7
1055,7
1056,5
1057,7
1058,7
1059,7
1060,7
1061,7
1062,7
1063,7
1064,7
1065,7
1066,7
1067,7
1068,7
1069,7
1070,7
1071,7
1072,7
1073,7
1074,7
1075,5
1076,7
1077,5
1078,7
1079,7
1080,7
1081,7
1082,7
1083,7
1084,7
1085,7
1086,7
1087,7
1088,5
1089,7
1090,7
1091,7
1092,7
1093,5
1094,7
1095,7
1096,7
1097,7
1098,7
1099,7
1100,7
1101,7
1102,5
1103,7
1104,5
1105,7
1106,7
1107,7
1108,7
1109,7
1110,7
1111,7
1112,5
1113,7
1114,7
1115,7
1116,5
1117,7
1118,7
1119,7
1120,7
1121,7
1122,7
1123,7
1124,7
1125,7
1126,7
1127,7
1128,7
1129,7
1130,7
1131,5
1132,7
1133,7
1134,5
1135,7
1136,7
1137,7
1138,7
1139,7
1140,6
1141,7
1142,7
1143,7
1144,7
1145,7
1146,7
1147,7
1148,5
1149,7
1150,7
1151,7
1152,7
1153,7
1154,7
1155,7
1156,7
1157,7
1158,5
1159,5
1160,7
1161,7
1162,7
1163,4
1164,7
1165,7
1166,7
1167,7
1168,7
1169,7
1170,7
1171,7
1172,7
1173,7
1174,7
1175,7
1176,7
1177,7
1178,7
1179,7
1180,7
1181,7
1182,7
1183,7
1184,7
1185,7
1186,7
1187,7
1188,5
1189,7
1190,7
1191,5
1192,7
1193,7
1194,7
1195,7
1196,7
1197,7
1198,7
1199,7
1200,7
1201,7
1202,7
1203,5
1204,7
1205,7
1206,7
1207,7
1208,7
1209,7
1210,7
1211,5
1212,7
1213,5
1214,7
1215,7
1216,7
1217,7
1218,7
1219,7
1220,7
1221,7
1222,5
1223,7
1224,7
1225,5
1226,7
1227,5
1228,7
1229,7
1230,7
1231,7
1232,7
1233,7
1234,7
1235,7
1236,7
1237,7
1238,7
1239,7
1240,7
1241,7
1242,5
1243,7
1244,7
1245,7
1246,7
1247,7
1248,5
1249,7
1250,7
1251,7
1252,7
1253,7
1254,7
1255,3
1256,7
1257,7
1258,7
1259,7
1260,7
1261,7
1262,7
1263,7
1264,7
1265,7
1266,7
1267,7
1268,7
1269,5
1270,5
1271,7
1272,7
1273,7
1274,5
1275,7
1276,7
1277,7
1278,7
1279,5
1280,7
1281,7
1282,7
1283,7
1284,5
1285,7
1286,7
1287,7
1288,7
1289,7
1290,7
1291,7
1292,7
1293,7
1294,5
1295,7
1296,7
1297,5
1298,7
1299,7
1300,7
1301,7
1302,7
1303,7
1304,7
1305,7
1306,7
1307,7
1308,7
1309,7
1310,7
1311,5
1312,7
1313,5
1314,7
1315,7
1316,7
1317,7
1318,7
1319,3
1320,7
1321,7
1322,7
1323,7
1324,7
1325,7
1326,7
1327,7
1328,7
1329,7
1330,7
1331,7
1332,7
1333,7
1334,7
1335,5
1336,7
1337,7
1338,7
1339,7
1340,7
1341,7
1342,7
1343,7
1344,7
1345,7
1346,7
1347,7
1348,7
1349,7
1350,7
1351,2
1352,7
1353,7
1354,5
1355,7
1356,7
1357,5
1358,5
1359,5
1360,7
1361,7
1362,7
1363,7
1364,7
1365,5
1366,7
1367,7
1368,7
1369,7
1370,7
1371,7
1372,7
1373,7
1374,7
1375,7
1376,7
1377,7
1378,7
1379,7
1380,7
1381,7
1382,5
1383,7
1384,7
1385,7
1386,7
1387,5
1388,7
1389,7
1390,5
1391,7
1392,7
1393,2
1394,7
1395,7
1396,7
1397,7
1398,7
1399,5
1400,7
1401,7
1402,7
1403,7
1404,7
1405,5
1406,5
1407,7
1408,5
1409,7
1410,5
1411,7
1412,5
1413,7
1414,7
1415,7
1416,7
1417,7
1418,7
1419,7
1420,7
1421,7
1422,7
1423,7
1424,7
1425,5
1426,7
1427,7
1428,7
1429,7
1430,7
1431,5
1432,7
1433,7
1434,5
1435,7
1436,7
1437,7
1438,7
1439,7
1440,7
1441,7
1442,5
1443,7
1444,7
1445,7
1446,7
1447,7
1448,7
1449,7
1450,7
1451,7
1452,4
1453,5
1454,7
1455,5
1456,7
1457,5
1458,7
1459,7
1460,7
1461,5
1462,7
1463,7
1464,7
1465,7
1466,7
1467,7
1468,7
1469,7
1470,7
1471,7
1472,7
1473,7
1474,7
1475,5
1476,7
1477,7
1478,7
1479,7
1480,7
1481,7
1482,5
1483,7
1484,7
1485,7
1486,7
1487,7
1488,7
1489,7
1490,7
1491,5
1492,7
1493,7
1494,5
1495,7
1496,5
1497,7
1498,7
1499,7
1500,7
1501,7
1502,5
1503,7
1504,7
1505,7
1506,7
1507,7
1508,5
1509,7
1510,7
1511,7
1512,7
1513,7
1514,7
1515,7
1516,7
1517,7
1518,7
1519,7
1520,7
1521,7
1522,7
1523,7
1524,7
1525,7
1526,7
1527,7
1528,7
1529,7
1530,5
1531,7
1532,7
1533,7
1534,7
1535,7
1536,7
1537,5
1538,7
1539,7
1540,7
1541,7
1542,7
1543,7
1544,7
1545,5
1546,5
1547,7
1548,7
1549,7
1550,7
1551,7
1552,7
1553,7
1554,7
1555,7
1556,7
1557,7
1558,7
1559,7
1560,7
1561,7
1562,7
1563,7
1564,5
1565,7
1566,7
1567,7
1568,7
1569,7
1570,7
1571,7
1572,7
1573,7
1574,7
1575,7
1576,7
1577,5
1578,7
1579,7
1580,7
1581,7
1582,2
1583,7
1584,5
1585,5
1586,5
1587,7
1588,7
1589,7
1590,7
1591,5
1592,7
1593,7
1594,7
1595,5
1596,7
1597,7
1598,7
1599,7
1600,7
1601,7
1602,5
1603,7
1604,7
1605,7
1606,5
1607,7
1608,7
1609,7
1610,7
1611,5
1612,7
1613,7
1614,7
1615,7
1616,5
1617,7
1618,7
1619,7
1620,7
1621,5
1622,7
1623,7
1624,7
1625,7
1626,5
1627,7
1628,7
1629,7
1630,7
1631,7
1632,5
1633,7
1634,7
1635,5
1636,7
1637,7
1638,7
1639,5
1640,5
1641,7
1642,7
1643,5
1644,7
1645,7
1646,2
1647,7
1648,7
1649,7
1650,7
1651,5
1652,7
1653,7
1654,7
1655,7
1656,7
1657,7
1658,7
1659,7
1660,5
1661,7
1662,7
1663,7
1664,7
1665,7
1666,5
1667,5
1668,7
1669,7
1670,7
1671,7
1672,7
1673,7
1674,7
1675,7
1676,7
1677,7
1678,7
1679,7
1680,7
1681,7
1682,7
1683,7
1684,7
1685,5
1686,7
1687,7
1688,7
1689,7
1690,7
1691,7
1692,7
1693,7
1694,7
1695,7
1696,7
1697,7
1698,7
1699,7
1700,7
1701,7
1702,7
1703,7
1704,7
1705,7
1706,7
1707,7
1708,7
1709,7
1710,7
1711,7
1712,7
1713,7
1714,7
1715,7
1716,7
1717,7
1718,7
1719,5
1720,7
1721,7
1722,5
1723,5
1724,7
1725,7
1726,7
1727,7
1728,5
1729,7
1730,7
1731,7
1732,7
1733,7
1734,5
1735,7
1736,5
1737,7
1738,7
1739,5
1740,7
1741,7
1742,7
1743,7
1744,7
1745,7
1746,7
1747,7
1748,7
1749,7
1750,7
1751,7
1752,7
1753,7
1754,7
1755,5
1756,7
1757,7
1758,7
1759,7
1760,5
1761,7
1762,7
1763,7
1764,7
1765,7
1766,7
1767,7
1768,7
1769,7
1770,5
1771,7
1772,5
1773,7
1774,7
1775,5
1776,7
1777,7
1778,7
1779,7
1780,5
1781,7
1782,7
1783,7
1784,7
1785,7
1786,7
1787,7
1788,5
1789,7
1790,7
1791,7
1792,7
1793,5
1794,7
1795,7
1796,7
1797,5
1798,7
1799,7
1800,7
1801,7
1802,7
1803,7
1804,7
1805,5
1806,5
1807,5
1808,7
1809,7
1810,5
1811,7
1812,5
1813,7
1814,7
1815,7
1816,7
1817,7
1818,7
1819,7
1820,5
1821,7
1822,7
1823,7
1824,7
1825,7
1826,5
1827,5
1828,7
1829,7
1830,5
1831,7
1832,7
1833,5
1834,7
1835,7
1836,7
1837,7
1838,7
1839,5
1840,7
1841,7
1842,7
1843,7
1844,7
1845,7
1846,7
1847,5
1848,7
1849,7
1850,7
1851,7
1852,7
1853,7
1854,7
1855,7
1856,7
1857,5
1858,7
1859,7
1860,7
1861,5
1862,7
1863,7
1864,5
1865,7
1866,7
1867,5
1868,7
1869,7
1870,7
1871,7
1872,5
1873,7
1874,7
1875,5
1876,7
1877,5
1878,5
1879,7
1880,7
1881,7
1882,7
1883,5
1884,7
1885,7
1886,5
1887,7
1888,5
1889,7
1890,7
1891,7
1892,7
1893,7
1894,5
1895,7
1896,7
1897,7
1898,7
1899,5
1900,7
1901,7
1902,7
1903,7
1904,7
1905,7
1906,7
1907,7
1908,7
1909,7
1910,7
1911,5
1912,7
1913,5
1914,7
1915,7
1916,7
1917,7
1918,7
1919,7
1920,7
1921,7
1922,7
1923,7
1924,7
1925,7
1926,7
1927,7
1928,7
1929,7
1930,7
1931,7
1932,7
1933,7
1934,7
1935,7
1936,7
1937,7
1938,7
1939,7
1940,7
1941,7
1942,7
1943,7
1944,5
1945,7
1946,5
1947,7
1948,5
1949,7
1950,7
1951,7
1952,7
1953,7
1954,5
1955,7
1956,7
1957,7
1958,5
1959,7
1960,7
1961,7
1962,7
1963,7
1964,7
1965,7
1966,5
1967,7
1968,5
1969,7
1970,7
1971,7
1972,7
1973,7
1974,7
1975,7
1976,7
1977,5
1978,7
1979,7
1980,7
1981,7
1982,7
1983,7
1984,5
1985,7
1986,7
1987,7
1988,7
1989,7
1990,7
1991,7
1992,7
1993,7
1994,7
1995,7
1996,7
1997,7
1998,7
1999,7
2000,7
2001,7
2002,5
2003,7
2004,5
2005,5
2006,7
2007,7
2008,7
2009,7
2010,7
2011,7
2012,7
2013,7
2014,7
2015,7
2016,7
2017,7
2018,7
2019,7
2020,7
2021,7
2022,5
2023,7
2024,7
2025,7
2026,7
2027,7
2028,7
2029,7
2030,7
2031,7
2032,4
2033,7
2034,7
2035,5
2036,7
2037,7
2038,7
2039,7
2040,7
2041,7
2042,7
2043,5
2044,7
2045,7
2046,7
2047,5
2048,7
2049,7
2050,7
2051,7
2052,7
2053,7
2054,7
2055,7
2056,7
2057,7
2058,7
2059,7
2060,7
2061,7
2062,7
2063,7
2064,7
2065,7
2066,5
2067,7
2068,7
2069,7
2070,7
2071,7
2072,5
2073,7
2074,7
2075,7
2076,7
2077,7
2078,7
2079,7
2080,7
2081,7
2082,7
2083,7
2084,7
2085,7
2086,5
2087,5
2088,7
2089,7
2090,7
2091,7
2092,7
2093,7
2094,7
2095,7
2096,7
2097,7
2098,7
2099,7
2100,5
2101,7
2102,7
2103,3
2104,5
2105,7
2106,7
2107,7
2108,7
2109,7
2110,7
2111,7
2112,7
2113,7
2114,7
2115,7
2116,5
2117,7
2118,7
2119,7
2120,7
2121,5
2122,7
2123,7
2124,7
2125,5
2126,7
2127,7
2128,5
2129,7
2130,7
2131,7
2132,7
2133,7
2134,7
2135,7
2136,7
2137,7
2138,5
2139,7
2140,7
2141,7
2142,7
2143,7
2144,7
2145,7
2146,5
2147,7
2148,5
2149,7
2150,5
2151,5
2152,7
2153,7
2154,7
2155,7
2156,5
2157,7
2158,7
2159,5
2160,7
2161,7
2162,7
2163,7
2164,7
2165,7
2166,7
2167,7
2168,7
2169,7
2170,7
2171,7
2172,7
2173,7
2174,7
2175,7
2176,7
2177,7
2178,7
2179,7
2180,7
2181,7
2182,7
2183,7
2184,7
2185,7
2186,7
2187,5
2188,7
2189,7
2190,7
2191,7
2192,5
2193,7
2194,7
2195,7
2196,7
2197,7
2198,7
2199,5
2200,7
2201,7
2202,5
2203,7
2204,5
2205,7
2206,7
2207,7
2208,7
2209,7
2210,7
2211,7
2212,7
2213,7
2214,6
2215,7
2216,7
2217,7
2218,7
2219,7
2220,7
2221,7
2222,7
2223,7
2224,7
2225,7
2226,7
2227,7
2228,7
2229,7
2230,7
2231,7
2232,7
2233,7
2234,5
2235,7
2236,7
2237,7
2238,5
2239,7
2240,7
2241,7
2242,7
2243,7
2244,5
2245,7
2246,5
2247,7
2248,7
2249,7
2250,7
2251,7
2252,7
2253,7
2254,5
2255,7
2256,7
2257,5
2258,7
2259,7
2260,7
2261,7
2262,7
2263,7
2264,7
2265,7
2266,7
2267,7
2268,7
2269,7
2270,5
2271,7
2272,7
2273,7
2274,7
2275,7
2276,5
2277,7
2278,7
2279,5
2280,7
2281,7
2282,5
2283,7
2284,7
2285,7
2286,5
2287,7
2288,7
2289,7
2290,7
2291,5
2292,7
2293,7
2294,7
2295,7
2296,7
2297,7
2298,7
2299,7
2300,7
2301,7
2302,7
2303,7
2304,7
2305,7
2306,7
2307,7
2308,7
2309,7
2310,7
2311,7
2312,7
2313,6
2314,7
2315,7
2316,7
2317,5
2318,7
2319,7
2320,5
2321,7
2322,7
2323,7
2324,7
2325,7
2326,7
2327,7
2328,7
2329,7
2330,7
2331,7
2332,7
2333,7
2334,7
2335,7
2336,7
2337,7
2338,7
2339,7
2340,7
2341,7
2342,7
2343,7
2344,5
2345,5
2346,5
2347,7
2348,7
2349,7
2350,7
2351,5
2352,7
2353,7
2354,7
2355,7
2356,7
2357,7
2358,7
2359,7
2360,7
2361,7
2362,7
2363,5
2364,7
2365,7
2366,7
2367,7
2368,5
2369,7
2370,5
2371,7
2372,7
2373,7
2374,7
2375,7
2376,7
2377,7
2378,7
2379,7
2380,7
2381,7
2382,7
2383,7
2384,7
2385,7
2386,7
2387,7
2388,7
2389,7
2390,7
2391,7
2392,7
2393,7
2394,7
2395,7
2396,7
2397,7
2398,7
2399,7
2400,7
2401,7
2402,7
2403,7
2404,7
2405,7
2406,7
2407,5
2408,7
2409,7
2410,7
2411,7
2412,7
2413,7
2414,7
2415,7
2416,7
2417,7
2418,7
2419,7
2420,7
2421,7
2422,7
2423,7
2424,6
2425,7
2426,7
2427,7
2428,7
2429,7
2430,7
2431,7
2432,7
2433,7
2434,7
2435,5
2436,5
2437,7
2438,7
2439,7
2440,7
2441,5
2442,7
2443,7
2444,7
2445,5
2446,7
2447,7
2448,7
2449,7
2450,7
2451,7
2452,7
2453,7
2454,7
2455,7
2456,7
2457,7
2458,5
2459,7
2460,7
2461,7
2462,5
2463,7
2464,5
2465,7
2466,7
2467,7
2468,7
2469,7
2470,7
2471,7
2472,7
2473,5
2474,5
2475,7
2476,7
2477,5
2478,5
2479,7
2480,7
2481,3
2482,7
2483,7
2484,7
2485,5
2486,7
2487,7
2488,7
2489,7
2490,7
2491,7
2492,7
2493,7
2494,7
2495,7
2496,5
2497,5
2498,7
2499,7
2500,5
2501,7
2502,5
2503,7
2504,5
2505,7
2506,7
2507,7
2508,7
2509,5
2510,7
2511,7
2512,7
2513,7
2514,7
2515,7
2516,5
2517,7
2518,2
2519,7
2520,5
2521,7
2522,7
2523,7
2524,7
2525,7
2526,7
2527,7
2528,7
2529,7
2530,7
2531,7
2532,7
2533,7
2534,7
2535,7
2536,5
2537,7
2538,7
2539,7
2540,5
2541,7
2542,7
2543,7
2544,7
2545,7
2546,7
2547,7
2548,7
2549,7
2550,7
2551,7
2552,7
2553,7
2554,5
2555,7
2556,7
2557,7
2558,7
2559,7
2560,7
2561,7
2562,7
2563,7
2564,7
2565,5
2566,7
2567,7
2568,7
2569,7
2570,7
2571,5
2572,5
2573,7
2574,7
2575,7
2576,7
2577,7
2578,7
2579,7
2580,7
2581,7
2582,7
2583,7
2584,7
2585,7
2586,7
2587,7
2588,7
2589,7
2590,7
2591,7
2592,7
2593,5
2594,7
2595,7
2596,7
2597,5
2598,7
2599,5
2600,7
2601,7
2602,7
2603,7
2604,7
2605,7
2606,7
2607,7
2608,5
2609,7
2610,7
2611,7
2612,7
2613,7
2614,7
2615,7
2616,7
2617,7
2618,7
2619,7
2620,7
2621,7
2622,7
2623,7
2624,7
2625,7
2626,7
2627,7
2628,7
2629,7
2630,5
2631,7
2632,7
2633,7
2634,7
2635,7
2636,7
2637,7
2638,7
2639,5
2640,7
2641,7
2642,7
2643,7
2644,5
2645,7
2646,7
2647,7
2648,7
2649,7
2650,7
2651,7
2652,7
2653,7
2654,7
2655,7
2656,5
2657,5
2658,7
2659,7
2660,7
2661,7
2662,7
2663,7
2664,7
2665,7
2666,7
2667,7
2668,7
2669,7
2670,7
2671,7
2672,5
2673,7
2674,7
2675,7
2676,7
2677,7
2678,7
2679,7
2680,7
2681,7
2682,7
2683,7
2684,7
2685,2
2686,5
2687,5
2688,7
2689,7
2690,5
2691,7
2692,7
2693,7
2694,7
2695,7
2696,7
2697,7
2698,7
2699,7
2700,7
2701,7
2702,7
2703,7
2704,7
2705,7
2706,7
2707,7
2708,7
2709,5
2710,7
2711,7
2712,7
2713,7
2714,5
2715,7
2716,7
2717,7
2718,7
2719,7
2720,5
2721,7
2722,7
2723,7
2724,7
2725,7
2726,7
2727,7
2728,5
2729,7
2730,7
2731,7
2732,7
2733,7
2734,7
2735,5
2736,7
2737,7
2738,7
2739,7
2740,5
2741,7
2742,7
2743,7
2744,7
2745,7
2746,7
2747,7
2748,7
2749,7
2750,7
2751,7
2752,7
2753,5
2754,7
2755,7
2756,5
2757,5
2758,5
2759,7
2760,7
2761,7
2762,7
2763,7
2764,7
2765,5
2766,7
2767,7
2768,5
2769,7
2770,7
2771,7
2772,7
2773,7
2774,7
2775,7
2776,5
2777,7
2778,2
2779,7
2780,7
2781,7
2782,7
2783,7
2784,7
2785,7
2786,7
2787,5
2788,5
2789,7
2790,7
2791,7
2792,7
2793,7
2794,7
2795,7
2796,7
2797,5
2798,7
2799,7
2800,7
2801,7
2802,7
2803,7
2804,7
2805,7
2806,7
2807,7
2808,7
2809,7
2810,7
2811,7
2812,7
2813,7
2814,7
2815,5
2816,5
2817,7
2818,7
2819,7
2820,7
2821,7
2822,7
2823,5
2824,7
2825,7
2826,7
2827,7
2828,7
2829,7
2830,7
2831,7
2832,7
2833,7
2834,7
2835,7
2836,5
2837,7
2838,7
2839,7
2840,7
2841,7
2842,7
2843,7
2844,7
2845,7
2846,7
2847,7
2848,7
2849,7
2850,7
2851,7
2852,7
2853,7
2854,7
2855,7
2856,7
2857,7
2858,7
2859,7
2860,7
2861,7
2862,7
2863,7
2864,7
2865,7
2866,5
2867,7
2868,7
2869,7
2870,7
2871,7
2872,6
2873,7
2874,7
2875,7
2876,7
2877,5
2878,7
2879,7
2880,7
2881,5
2882,7
2883,7
2884,7
2885,7
2886,7
2887,7
2888,7
2889,7
2890,7
2891,7
2892,7
2893,7
2894,7
2895,5
2896,7
2897,7
2898,7
2899,7
2900,7
2901,7
2902,7
2903,7
2904,7
2905,7
2906,7
2907,5
2908,7
2909,5
2910,7
2911,7
2912,7
2913,7
2914,7
2915,7
2916,5
2917,7
2918,7
2919,7
2920,7
2921,7
2922,7
2923,7
2924,7
2925,7
2926,7
2927,7
2928,5
2929,7
2930,7
2931,7
2932,7
2933,7
2934,7
2935,7
2936,7
2937,7
2938,7
2939,7
2940,7
2941,7
2942,7
2943,5
2944,7
2945,5
2946,2
2947,7
2948,7
2949,7
2950,7
2951,7
2952,7
2953,7
2954,7
2955,7
2956,7
2957,7
2958,5
2959,7
2960,7
2961,7
2962,7
2963,7
2964,7
2965,5
2966,5
2967,7
2968,7
2969,7
2970,7
2971,7
2972,7
2973,7
2974,7
2975,7
2976,7
2977,7
2978,7
2979,7
2980,7
2981,5
2982,7
2983,7
2984,7
2985,5
2986,7
2987,5
2988,7
2989,7
2990,7
2991,7
2992,7
2993,7
2994,7
2995,7
2996,7
2997,5
